gender,mem_year,mem_month,mem_day,total_spending,total_reward,total_offer_completed_bogo,total_offer_completed_discount,total_offer_completed_informational,average_offer_difficulty_bogo,average_offer_difficulty_discount,average_offer_difficulty_informational,average_offer_duration_bogo,average_offer_duration_discount,average_offer_duration_informational,total_email_offers_bogo,total_email_offers_discount,total_email_offers_informational,total_mobile_offers_bogo,total_mobile_offers_discount,total_mobile_offers_informational,total_offer_received_bogo,total_offer_received_discount,total_offer_received_informational,total_reward_earned_bogo,total_reward_earned_discount,total_reward_earned_informational,total_social_offers_bogo,total_social_offers_discount,total_social_offers_informational,total_spent_on_offer_bogo,total_spent_on_offer_discount,total_spent_on_offer_informational,total_offer_viewed_bogo,total_offer_viewed_discount,total_offer_viewed_informational,total_web_offers_bogo,total_web_offers_discount,total_web_offers_informational,total_offer_received,total_offer_viewed,total_offer_completed,total_email_offers,total_web_offers,total_social_offers,total_mobile_offers,total_reward_earned,total_spent_on_offer,average_offer_difficulty,average_offer_duration,age,income,p_id
0,2017,12,24,100.93,5.0,0.0,2.0,0.0,0.0,12.333333333333336,0.0,0.0,9.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,106.78,47.45,0.0,2.0,1.0,0.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,154.23000000000005,9.25,7.5,76.0,57000.0,8813
0,2015,8,31,103.78,9.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,8.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,91.65,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,91.65,15.0,8.5,90.0,43000.0,2631
0,2017,9,21,278.35,16.0,1.0,2.0,0.0,10.0,7.0,0.0,7.0,7.0,3.5,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,10.0,6.0,0.0,1.0,2.0,2.0,24.05,168.91,103.63,0.0,2.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,16.0,296.59,4.8,5.6,56.0,111000.0,5477
0,2018,1,18,146.28,20.0,2.0,0.0,0.0,7.5,0.0,0.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,1.0,74.81,0.0,24.09,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,15.0,98.9,5.0,5.0,68.0,80000.0,14929
1,2018,1,14,109.27,20.0,3.0,0.0,0.0,6.666666666666668,0.0,0.0,6.333333333333332,0.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,20.0,0.0,0.0,3.0,0.0,1.0,116.27,0.0,24.31,1.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,20.0,140.58,5.0,5.5,68.0,100000.0,4249
1,2018,1,10,18.82,0.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,8.75,8.75,47.0,57000.0,10877
1,2015,11,17,54.15,2.0,0.0,1.0,0.0,10.0,10.0,0.0,7.0,7.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,29.5,19.72,1.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,49.22,4.0,5.2,65.0,58000.0,8540
0,2016,1,15,129.72,11.0,1.0,3.0,0.0,5.0,10.0,0.0,7.0,8.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,6.0,0.0,1.0,3.0,1.0,26.20000000000001,138.49,22.34,1.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,11.0,187.03,7.0,6.8,54.0,63000.0,6027
0,2017,12,26,146.79,3.0,0.0,1.0,0.0,10.0,7.0,0.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,16.900000000000002,26.590000000000003,97.7,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,141.19,5.666666666666668,6.0,73.0,49000.0,15516
0,2017,7,11,25.45000000000001,0.0,0.0,0.0,0.0,5.0,20.0,0.0,7.0,10.0,3.6666666666666665,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,5.96,15.21,10.76,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,31.93,5.0,5.6,73.0,52000.0,5428
0,2017,4,10,220.18,14.0,1.0,2.0,0.0,10.0,10.0,0.0,5.0,10.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,4.0,0.0,1.0,2.0,1.0,20.52,199.66,16.28,1.0,2.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,14.0,236.46,7.5,7.25,58.0,65000.0,9970
0,2018,1,30,88.77000000000002,7.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,8.0,3.5,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,134.12,10.31,0.0,3.0,1.0,0.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,7.0,144.43,5.4,6.2,42.0,90000.0,11297
1,2017,11,28,8.649999999999999,0.0,0.0,0.0,0.0,8.0,7.0,0.0,5.8,7.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,5.69,2.96,0.0,3.0,1.0,0.0,5.0,1.0,0.0,6.0,4.0,0.0,6.0,6.0,6.0,6.0,0.0,8.649999999999999,7.833333333333332,6.0,31.0,60000.0,16744
1,2018,1,21,20.98,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,3.75,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.65,4.58,0.0,1.0,3.0,0.0,1.0,4.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,10.23,2.0,4.4,78.0,50000.0,3815
1,2016,4,24,143.79000000000005,20.0,2.0,0.0,0.0,7.5,0.0,0.0,6.0,0.0,3.333333333333333,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,15.0,0.0,0.0,2.0,0.0,3.0,122.92,0.0,65.99,1.0,0.0,2.0,2.0,0.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,15.0,188.91000000000003,3.0,4.4,58.0,45000.0,15596
1,2017,6,6,164.23000000000005,15.0,1.0,1.0,0.0,5.0,20.0,0.0,5.0,10.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,0.0,1.0,1.0,2.0,21.92,44.33,59.6,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,10.0,125.85,6.25,5.75,48.0,119000.0,11903
0,2017,11,2,179.71999999999997,10.0,1.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,3.5,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,2.0,112.49,0.0,76.24,1.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,188.73,3.333333333333333,4.666666666666667,65.0,50000.0,2965
0,2014,5,14,71.03,22.0,1.0,1.0,0.0,7.5,10.0,0.0,6.0,10.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,10.0,2.0,0.0,2.0,1.0,0.0,19.97,43.24,0.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,63.21,8.333333333333334,7.333333333333332,67.0,54000.0,3527
0,2018,5,29,79.66,8.0,1.0,1.0,0.0,5.0,13.5,0.0,5.0,8.5,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,18.44,44.49,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,8.0,62.93000000000001,10.666666666666666,7.333333333333332,62.0,69000.0,2271
1,2017,9,4,31.19,2.0,0.0,1.0,0.0,5.0,15.0,0.0,7.0,10.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.16,23.9,2.16,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,28.22,8.75,7.75,28.0,54000.0,14444
1,2016,7,3,189.23,8.0,1.0,1.0,0.0,7.5,8.5,0.0,6.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,27.5,161.73000000000005,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,8.0,189.23,8.0,6.5,58.0,115000.0,10513
1,2017,10,17,31.67,0.0,0.0,0.0,0.0,10.0,20.0,0.0,5.0,10.0,3.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.71,9.1,20.86,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,31.67,7.5,5.5,47.0,52000.0,13161
0,2017,5,12,223.32,22.0,1.0,1.0,0.0,5.0,10.0,0.0,7.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,78.64,79.34999999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,157.98999999999995,5.0,6.666666666666668,61.0,62000.0,12688
0,2016,5,10,190.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,23.29,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,23.29,6.666666666666668,5.0,59.0,76000.0,1759
1,2017,10,25,808.75,15.0,1.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,48.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,48.25,10.0,7.0,41.0,89000.0,10789
1,2018,7,24,52.55,14.0,1.0,1.0,0.0,7.5,10.0,0.0,6.0,10.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,19.03,17.39,19.03,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,12.0,55.45,6.25,6.5,73.0,61000.0,8903
1,2018,4,29,26.89,2.0,0.0,1.0,0.0,0.0,8.5,0.0,0.0,8.5,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,24.980000000000004,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,24.980000000000004,5.666666666666668,6.666666666666668,51.0,57000.0,12269
0,2018,5,6,109.0,25.0,0.0,1.0,0.0,5.0,10.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,29.67,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,29.67,7.5,6.0,88.0,88000.0,3604
1,2015,11,6,152.5,10.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,10.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,113.78,75.23,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,10.0,189.01,13.333333333333336,7.666666666666668,62.0,76000.0,8025
1,2015,8,26,134.37,17.0,0.0,3.0,0.0,0.0,16.666666666666668,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,90.74,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,90.74,16.666666666666668,9.0,55.0,70000.0,10111
0,2017,12,25,166.61,25.0,3.0,0.0,0.0,6.666666666666668,0.0,0.0,6.333333333333332,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,20.0,0.0,0.0,3.0,0.0,1.0,131.81,0.0,14.12,3.0,0.0,0.0,3.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,20.0,145.93,5.0,5.75,54.0,75000.0,9593
1,2017,9,10,168.73999999999995,15.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,8.5,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,143.29000000000005,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,143.29000000000005,8.5,8.5,41.0,42000.0,14294
0,2016,3,12,185.17,15.0,1.0,0.0,0.0,7.5,0.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,44.57,0.0,75.45,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,120.02,5.0,4.333333333333333,73.0,83000.0,946
0,2015,10,24,215.06,7.0,1.0,1.0,0.0,5.0,10.0,0.0,7.0,10.0,3.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,68.53,143.96,30.38,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,7.0,242.87,3.75,6.0,66.0,92000.0,11714
1,2016,2,26,35.78,5.0,1.0,0.0,0.0,6.666666666666668,0.0,0.0,6.333333333333332,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,33.92999999999999,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,33.92999999999999,6.666666666666668,6.333333333333332,46.0,50000.0,8388
1,2016,12,3,102.66,4.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,179.87,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,179.87,10.0,10.0,34.0,39000.0,6323
1,2017,10,19,13.82,0.0,0.0,0.0,0.0,7.5,8.5,0.0,7.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.11,4.71,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,13.82,8.0,7.0,74.0,49000.0,14024
0,2014,4,30,176.47,19.0,1.0,1.0,0.0,5.0,10.0,0.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,51.48,41.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,92.88,5.0,5.0,45.0,80000.0,14930
0,2017,11,26,159.73,12.0,0.0,2.0,0.0,5.0,15.0,0.0,7.0,10.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,164.20000000000005,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,7.0,164.20000000000005,8.75,7.75,25.0,54000.0,1780
1,2016,9,5,218.82,18.0,2.0,3.0,0.0,5.0,8.0,0.0,6.0,8.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,10.0,8.0,0.0,2.0,3.0,0.0,67.32,182.78,0.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,250.1,6.8,7.2,90.0,51000.0,4696
0,2015,5,22,33.39,0.0,0.0,0.0,0.0,10.0,20.0,0.0,5.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,6.67,16.8,1.0,0.0,3.0,1.0,1.0,3.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,23.47,6.0,4.8,23.0,31000.0,3511
0,2016,3,4,196.86,14.0,1.0,1.0,0.0,10.0,10.0,0.0,6.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,17.24,98.33,51.1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,12.0,166.67,7.5,6.25,59.0,90000.0,3
1,2018,7,17,15.48,0.0,0.0,0.0,0.0,10.0,10.0,0.0,6.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,13.63,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,13.63,7.5,5.5,52.0,53000.0,13814
0,2016,2,9,155.82999999999996,10.0,0.0,3.0,0.0,7.5,12.333333333333336,0.0,5.0,8.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,4.88,150.95,0.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,10.0,155.82999999999996,10.4,6.8,79.0,55000.0,12711
1,2016,9,4,94.12,20.0,1.0,2.0,0.0,5.0,20.0,0.0,5.0,10.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,10.0,0.0,1.0,2.0,1.0,23.09,113.24,20.85,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,15.0,157.18,11.25,7.0,84.0,37000.0,8405
0,2018,1,8,47.71,8.0,1.0,1.0,0.0,8.75,13.5,0.0,5.5,8.5,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,4.0,2.0,0.0,54.37000000000001,19.68,0.0,4.0,1.0,0.0,4.0,2.0,0.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,8.0,74.05000000000003,10.333333333333334,6.5,27.0,68000.0,2116
1,2018,5,26,11.03,0.0,0.0,0.0,0.0,10.0,13.5,0.0,7.0,8.5,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.38,7.65,0.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,11.03,7.4,6.4,42.0,73000.0,12039
0,2017,11,13,186.88,5.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,3.0,44.86,0.0,128.99,1.0,0.0,3.0,2.0,0.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,173.85,2.0,4.8,64.0,93000.0,2037
1,2014,12,9,30.66,5.0,1.0,0.0,0.0,7.5,20.0,0.0,6.0,10.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,21.55,10.66,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,32.21,13.75,8.0,30.0,63000.0,3769
0,2018,5,6,4.71,0.0,0.0,0.0,0.0,7.5,10.0,0.0,6.5,7.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.71,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,4.71,8.0,6.6,57.0,46000.0,12255
1,2014,4,4,37.63,3.0,0.0,1.0,0.0,7.5,7.0,0.0,6.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,28.76,8.870000000000003,7.6,2.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,45.23,5.5,5.75,37.0,46000.0,13875
1,2016,4,23,109.79,15.0,2.0,0.0,0.0,8.333333333333334,0.0,0.0,6.333333333333332,0.0,4.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,15.0,0.0,0.0,3.0,0.0,2.0,140.92000000000004,0.0,63.32000000000001,2.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,15.0,204.24,5.0,5.4,64.0,110000.0,10134
0,2018,5,17,112.72,13.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,3.6666666666666665,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,44.37,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,44.37,1.75,4.5,51.0,78000.0,6891
1,2015,10,30,235.73,18.0,1.0,2.0,0.0,10.0,13.5,0.0,7.0,8.5,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,10.0,8.0,0.0,1.0,2.0,0.0,106.26,129.47,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,235.73,12.333333333333336,8.0,53.0,74000.0,4552
1,2018,5,2,21.78,0.0,0.0,0.0,0.0,6.25,13.5,0.0,5.0,8.5,4.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,8.83,15.39,5.75,4.0,1.0,0.0,4.0,2.0,1.0,7.0,5.0,0.0,7.0,7.0,7.0,7.0,0.0,29.97,7.428571428571429,5.857142857142858,19.0,50000.0,8675
1,2017,5,17,200.23,11.0,1.0,3.0,0.0,7.5,10.0,0.0,6.0,8.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,6.0,0.0,2.0,3.0,0.0,59.040000000000006,160.17000000000004,0.0,2.0,3.0,0.0,2.0,3.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,11.0,219.21000000000004,9.0,7.2,43.0,71000.0,7818
1,2017,2,15,61.97000000000001,7.0,0.0,1.0,0.0,10.0,10.0,0.0,7.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,9.39,52.58,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,61.97,6.666666666666668,6.666666666666668,28.0,60000.0,5930
1,2018,5,13,169.95,20.0,1.0,2.0,0.0,10.0,8.5,0.0,7.0,8.5,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,10.0,5.0,0.0,1.0,2.0,0.0,36.84,81.47,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,118.31,9.0,8.0,35.0,48000.0,10140
1,2017,8,19,9.9,0.0,0.0,0.0,0.0,7.5,7.0,0.0,6.0,7.0,3.25,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,1.29,6.12,4.83,1.0,1.0,3.0,2.0,1.0,4.0,7.0,5.0,0.0,7.0,7.0,7.0,7.0,0.0,12.24,3.1428571428571432,4.571428571428571,47.0,62000.0,3659
1,2015,8,4,61.24,12.0,0.0,4.0,0.0,5.0,17.5,0.0,7.0,10.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,17.0,0.0,1.0,4.0,1.0,0.0,159.59,0.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,17.0,159.59,12.5,8.5,39.0,51000.0,2038
1,2017,10,8,94.28,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.4,0.0,4.0,5.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,5.0,5.166666666666667,44.0,90000.0,7795
1,2014,8,23,150.42000000000004,18.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,7.0,4.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,3.0,1.0,0.0,118.07,20.67,0.0,3.0,1.0,0.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,138.74,6.0,6.25,45.0,87000.0,6025
0,2017,12,2,37.89,12.0,1.0,1.0,0.0,10.0,10.0,0.0,6.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,0.0,2.0,1.0,1.0,15.68,15.68,0.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,12.0,31.36,7.5,5.75,85.0,87000.0,1721
1,2017,10,1,9.54,0.0,0.0,0.0,0.0,5.0,10.0,0.0,6.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,6.71,2.83,2.83,1.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,12.37,5.0,5.5,52.0,57000.0,16657
